playerID,week,year,injuryStatus,primaryInjury,practiceStatus
00-0027941,4,2019,,,Full Participation in Practice
00-0034899,21,2021,,,Full Participation in Practice
00-0039863,17,2024,Questionable,Ankle,Limited Participation in Practice
00-0035629,14,2023,,,Full Participation in Practice
00-0027064,10,2015,Probable,Hamstring,Full Participation in Practice
00-0026839,2,2018,,,Full Participation in Practice
00-0030066,5,2020,Questionable,Knee,Limited Participation in Practice
00-0025415,16,2018,,,Full Participation in Practice
00-0036314,7,2020,,,Full Participation in Practice
00-0035099,5,2021,,,Full Participation in Practice
00-0031580,7,2021,Questionable,Abdomen,Limited Participation in Practice
00-0036614,2,2022,,,Full Participation in Practice
00-0032048,15,2016,Questionable,Concussion,Full Participation in Practice
00-0029709,7,2017,Out,Core Muscle,Did Not Participate In Practice
00-0033132,4,2022,,,Did Not Participate In Practice
00-0029657,12,2022,,,Did Not Participate In Practice
00-0037459,15,2022,,,Full Participation in Practice
00-0030035,15,2017,,,Full Participation in Practice
00-0032450,16,2022,Out,Illness,Did Not Participate In Practice
00-0022921,15,2017,,,Full Participation in Practice
00-0035645,7,2019,Questionable,Hamstring,Limited Participation in Practice
00-0035654,14,2022,,,Limited Participation in Practice
00-0037614,1,2023,Out,Hamstring,Did Not Participate In Practice
00-0032146,8,2023,Questionable,Groin,Limited Participation in Practice
00-0033909,2,2019,Questionable,Knee,Limited Participation in Practice
00-0036990,9,2023,Out,Ankle,Did Not Participate In Practice
00-0033926,13,2019,,,Full Participation in Practice
00-0027867,12,2017,,,Limited Participation in Practice
00-0028224,13,2020,,,Full Participation in Practice
00-0037010,1,2021,,,Full Participation in Practice
00-0033281,3,2023,Out,Foot,Did Not Participate In Practice
00-0034993,7,2020,,,Full Participation in Practice
00-0036298,5,2023,Out,Knee,Did Not Participate In Practice
00-0026190,10,2023,,,Did Not Participate In Practice
00-0027857,13,2024,Out,Ankle,Did Not Participate In Practice
00-0027696,19,2016,,,Full Participation in Practice
00-0035236,9,2022,,,Full Participation in Practice
00-0034782,7,2024,Questionable,Shoulder,Full Participation in Practice
00-0036374,21,2020,,,Full Participation in Practice
00-0033557,10,2022,Questionable,Groin,Full Participation in Practice
00-0032466,15,2022,,,Full Participation in Practice
00-0033538,10,2021,Out,Ankle,Did Not Participate In Practice
00-0033290,4,2024,,,Full Participation in Practice
00-0033084,1,2020,Doubtful,Knee,Limited Participation in Practice
00-0030652,13,2018,Questionable,Foot,Limited Participation in Practice
00-0031411,11,2020,Questionable,Illness,Did Not Participate In Practice
00-0037587,14,2023,Out,Knee,Did Not Participate In Practice
00-0030558,10,2020,Questionable,Shoulder,Limited Participation in Practice
00-0039512,4,2024,,,Full Participation in Practice
00-0032379,4,2016,Doubtful,Hamstring,Did Not Participate In Practice
00-0031343,1,2017,,,Did Not Participate In Practice
00-0025406,6,2015,Probable,Not Injury Related,Full Participation in Practice
00-0037259,13,2024,,,Limited Participation in Practice
00-0031533,7,2017,,,Full Participation in Practice
00-0034421,5,2020,Questionable,Hamstring,Limited Participation in Practice
00-0037202,11,2022,,,Limited Participation in Practice
00-0024334,13,2016,,,Full Participation in Practice
00-0030585,13,2015,Probable,Concussion,Full Participation in Practice
00-0025434,1,2016,Questionable,Shoulder,Limited Participation in Practice
00-0029289,14,2015,Probable,Ankle,Full Participation in Practice
00-0027595,10,2016,Out,Concussion,Did Not Participate In Practice
00-0031491,16,2017,,,Full Participation in Practice
00-0033399,4,2018,Out,Foot,Did Not Participate In Practice
00-0036164,2,2020,,,Full Participation in Practice
00-0034728,3,2023,Questionable,Back,Limited Participation in Practice
00-0030076,15,2018,Questionable,Ankle,Limited Participation in Practice
00-0038120,14,2023,Questionable,Ankle,Limited Participation in Practice
00-0030506,1,2023,Questionable,Knee,Did Not Participate In Practice
00-0033923,9,2018,,,Full Participation in Practice
00-0025472,4,2015,Questionable,Groin,Did Not Participate In Practice
00-0031381,17,2018,Questionable,Knee,Did Not Participate In Practice
00-0030780,16,2017,,,Full Participation in Practice
00-0032146,9,2022,Questionable,Illness,Did Not Participate In Practice
00-0036316,10,2020,,,Full Participation in Practice
00-0035637,17,2020,Out,Concussion,Did Not Participate In Practice
00-0034318,14,2022,,,Full Participation in Practice
00-0036271,6,2023,Out,Hamstring,Did Not Participate In Practice
00-0039408,6,2024,Out,Illness,Full Participation in Practice
00-0032241,2,2019,,,Did Not Participate In Practice
00-0035235,11,2020,,,Full Participation in Practice
00-0032154,11,2015,Questionable,Hamstring,Limited Participation in Practice
00-0031019,14,2021,,,Full Participation in Practice
00-0030083,12,2017,Out,Shoulder,Did Not Participate In Practice
00-0029639,4,2015,Probable,Hip,Full Participation in Practice
00-0034805,3,2019,,,Full Participation in Practice
00-0038124,6,2022,Out,Hamstring,Did Not Participate In Practice
00-0036268,9,2023,Out,Ankle,Did Not Participate In Practice
00-0032103,9,2016,Doubtful,Hamstring,Did Not Participate In Practice
00-0032871,15,2021,Out,Calf,Did Not Participate In Practice
00-0035903,18,2021,Out,Ankle,Did Not Participate In Practice
00-0037318,10,2023,,,Full Participation in Practice
00-0035643,8,2024,,,Full Participation in Practice
00-0033064,10,2021,,,Full Participation in Practice
00-0038979,17,2023,,,Full Participation in Practice
00-0033910,11,2019,,,Full Participation in Practice
00-0033221,11,2023,Questionable,Ankle,Limited Participation in Practice
00-0036274,11,2024,Questionable,Quadricep,Full Participation in Practice
00-0037578,17,2024,,,Full Participation in Practice
00-0027662,5,2019,,,Full Participation in Practice
00-0036406,18,2024,,,Limited Participation in Practice
00-0024243,2,2021,,,Full Participation in Practice
00-0034161,8,2023,Questionable,right Groin,Limited Participation in Practice
00-0031242,5,2018,,,Full Participation in Practice
00-0033659,3,2019,Out,Triceps,Limited Participation in Practice
00-0031411,3,2020,Questionable,Knee,Limited Participation in Practice
00-0027942,2,2021,,,Did Not Participate In Practice
00-0031610,10,2022,,,Limited Participation in Practice
00-0036620,10,2024,,,Did Not Participate In Practice
00-0027791,8,2015,Questionable,Hip,Limited Participation in Practice
00-0034855,8,2023,Questionable,Knee,Full Participation in Practice
00-0029678,9,2016,,,Did Not Participate In Practice
00-0027114,6,2015,Out,right Quadricep,Did Not Participate In Practice
00-0028112,18,2017,,,Limited Participation in Practice
00-0027962,4,2019,,,Full Participation in Practice
00-0028008,17,2021,,,Did Not Participate In Practice
00-0034613,2,2024,Doubtful,Knee,Did Not Participate In Practice
00-0026275,6,2016,Questionable,Shoulder,Limited Participation in Practice
00-0034373,10,2024,,,Limited Participation in Practice
00-0035238,13,2021,Questionable,Biceps,Full Participation in Practice
00-0031000,2,2015,Probable,Finger,Full Participation in Practice
00-0032128,3,2019,,,Limited Participation in Practice
00-0031500,12,2023,,,Did Not Participate In Practice
00-0035676,3,2021,,,Full Participation in Practice
00-0027968,17,2016,Questionable,Ankle,Limited Participation in Practice
00-0034805,6,2020,Questionable,Foot,Limited Participation in Practice
00-0037754,16,2022,Questionable,Ankle,Limited Participation in Practice
00-0036223,6,2022,Questionable,Ankle,Limited Participation in Practice
00-0030421,16,2018,,,Full Participation in Practice
00-0030484,9,2016,Questionable,Groin,Limited Participation in Practice
00-0032426,12,2018,Questionable,Foot,Full Participation in Practice
00-0027965,6,2020,Questionable,Knee,Full Participation in Practice
00-0030386,10,2017,Out,Neck,Did Not Participate In Practice
00-0026844,13,2018,,,Full Participation in Practice
00-0022924,14,2021,,,Full Participation in Practice
00-0029606,4,2022,,,Full Participation in Practice
00-0031904,12,2022,,,Full Participation in Practice
00-0032804,15,2016,Questionable,Hamstring,Limited Participation in Practice
00-0034720,10,2023,,,Full Participation in Practice
00-0031562,9,2015,,,Did Not Participate In Practice
00-0035235,7,2024,,,Limited Participation in Practice
00-0038853,16,2024,Questionable,Ankle,Limited Participation in Practice
00-0036902,17,2024,Questionable,Illness,Did Not Participate In Practice
00-0031550,4,2021,,,Full Participation in Practice
00-0028846,13,2016,,,Full Participation in Practice
00-0032378,9,2024,,,Did Not Participate In Practice
00-0035247,8,2022,,,Full Participation in Practice
00-0031555,14,2022,,,Full Participation in Practice
00-0032466,8,2024,Questionable,Knee,Full Participation in Practice
00-0036875,16,2021,Out,Illness,Did Not Participate In Practice
00-0027078,10,2017,Out,Concussion,Did Not Participate In Practice
00-0035688,19,2024,Questionable,Oblique,Limited Participation in Practice
00-0034490,7,2019,Questionable,Hamstring,Limited Participation in Practice
00-0032760,3,2017,,,Full Participation in Practice
00-0036554,3,2021,,,Did Not Participate In Practice
00-0027865,17,2022,,,Limited Participation in Practice
00-0037327,7,2024,Questionable,Ribs,Full Participation in Practice
00-0032764,14,2023,,,Full Participation in Practice
00-0026618,11,2017,,,Full Participation in Practice
00-0034804,15,2022,Questionable,Knee,Limited Participation in Practice
00-0036309,14,2024,,,Limited Participation in Practice
00-0035638,1,2020,Out,Shoulder,Did Not Participate In Practice
00-0034842,4,2022,Out,Hamstring,Did Not Participate In Practice
00-0034381,17,2022,,,Limited Participation in Practice
00-0030557,9,2015,Probable,Groin,Full Participation in Practice
00-0036620,18,2024,Questionable,Finger,Limited Participation in Practice
00-0038741,4,2024,,,Full Participation in Practice
00-0034490,9,2020,Questionable,Toe,Limited Participation in Practice
00-0026784,12,2016,Out,Knee,Did Not Participate In Practice
00-0033554,16,2018,Out,Chest,Did Not Participate In Practice
00-0033554,13,2020,Out,Not Injury Related,"
    "
00-0037141,5,2022,,,Full Participation in Practice
00-0031176,8,2016,Questionable,Foot,Limited Participation in Practice
00-0031360,9,2020,,,Full Participation in Practice
00-0029638,12,2015,Questionable,Hamstring,Limited Participation in Practice
00-0027018,15,2015,Probable,Knee,Limited Participation in Practice
00-0028434,3,2017,,,Did Not Participate In Practice
00-0036945,17,2024,Questionable,Abdomen,Limited Participation in Practice
00-0027944,6,2022,Doubtful,Knee,Did Not Participate In Practice
00-0026176,17,2017,Out,Shoulder,Did Not Participate In Practice
00-0032211,11,2020,Questionable,Knee,Limited Participation in Practice
00-0025408,14,2017,,,Did Not Participate In Practice
00-0032362,16,2018,Questionable,Concussion,Did Not Participate In Practice
00-0023500,10,2019,,,Full Participation in Practice
00-0030725,11,2020,Out,Ankle,Did Not Participate In Practice
00-0033914,15,2021,Questionable,Ankle,Limited Participation in Practice
00-0031359,3,2017,,,Full Participation in Practice
00-0033943,15,2021,Questionable,Thigh,Limited Participation in Practice
00-0024204,5,2015,Questionable,Ankle,Did Not Participate In Practice
00-0033579,6,2023,Out,Hamstring,Did Not Participate In Practice
00-0037301,9,2024,,,Full Participation in Practice
00-0023467,5,2015,Questionable,Groin,Did Not Participate In Practice
00-0026997,16,2015,Questionable,Calf,Limited Participation in Practice
00-0033064,13,2017,,,Full Participation in Practice
00-0031253,7,2019,,,Limited Participation in Practice
00-0027969,17,2020,,,Did Not Participate In Practice
00-0035680,6,2022,,,Full Participation in Practice
00-0034377,15,2018,Questionable,Ankle,Full Participation in Practice
00-0029524,2,2015,Probable,Knee,Full Participation in Practice
00-0036303,10,2022,,,Full Participation in Practice
00-0031031,15,2016,Doubtful,Hamstring,Did Not Participate In Practice
00-0032187,3,2019,,,Full Participation in Practice
00-0036409,15,2023,,,Full Participation in Practice
00-0032767,6,2016,Questionable,Concussion,Limited Participation in Practice
00-0032160,9,2016,Questionable,Knee,Full Participation in Practice
00-0036396,4,2020,,,Full Participation in Practice
00-0035688,11,2022,,,Full Participation in Practice
00-0026166,18,2018,,,Full Participation in Practice
00-0030062,5,2015,Probable,Quadricep,Limited Participation in Practice
00-0035698,15,2022,Out,Knee,Did Not Participate In Practice
00-0030887,15,2016,Questionable,Toe,Full Participation in Practice
00-0026189,18,2015,Probable,Knee,Full Participation in Practice
00-0034744,11,2019,,,Full Participation in Practice
00-0028292,13,2018,Out,Ankle,Did Not Participate In Practice
00-0030470,16,2017,,,Full Participation in Practice
00-0036193,8,2022,Questionable,Calf,Limited Participation in Practice
00-0032380,2,2018,,,Full Participation in Practice
00-0033082,8,2024,,,Full Participation in Practice
00-0033284,12,2024,,,Full Participation in Practice
00-0035689,10,2024,,,Full Participation in Practice
00-0022924,17,2018,,,Full Participation in Practice
00-0031687,18,2022,,,Limited Participation in Practice
00-0030538,15,2017,Questionable,Back,Did Not Participate In Practice
00-0030769,12,2015,Doubtful,Ankle,Did Not Participate In Practice
00-0031427,15,2016,Questionable,Rib Cage,Limited Participation in Practice
00-0032965,16,2022,,,Did Not Participate In Practice
00-0029422,6,2017,Out,Hip,Limited Participation in Practice
00-0034285,16,2021,,,Full Participation in Practice
00-0033885,2,2024,Out,Ankle,Did Not Participate In Practice
00-0036930,3,2024,Questionable,Foot,Did Not Participate In Practice
00-0036957,11,2024,Questionable,Ankle,Full Participation in Practice
00-0036813,13,2024,Questionable,Knee,Limited Participation in Practice
00-0031330,10,2017,Questionable,Ankle,Limited Participation in Practice
00-0028002,12,2018,Questionable,Hamstring,Limited Participation in Practice
00-0039372,13,2024,,,Full Participation in Practice
00-0035680,1,2019,,,Full Participation in Practice
00-0031682,1,2016,Questionable,Ankle,Limited Participation in Practice
00-0031583,7,2024,,,Did Not Participate In Practice
00-0033940,7,2021,Out,Back,Did Not Participate In Practice
00-0039863,15,2024,Out,Ankle,Limited Participation in Practice
00-0036550,16,2024,Questionable,Foot,Did Not Participate In Practice
00-0023448,3,2020,,,Full Participation in Practice
00-0030899,2,2015,Questionable,Rib,Limited Participation in Practice
00-0033934,17,2017,Out,Foot,Did Not Participate In Practice
00-0036212,10,2021,Questionable,left Finger,Limited Participation in Practice
